pmid	title	journal
32284798	How should front-line general practitioners use personal protective equipment (PPE)?	Malays Fam Physician
32284797	We have to write and share valid and reliable information on COVID-19.	Malays Fam Physician
32284735	Potential neurological symptoms of COVID-19.	Ther Adv Neurol Disord
32284619	On the responsible use of digital data to tackle the COVID-19 pandemic.	Nat Med
32284618	Digital technology and COVID-19.	Nat Med
32284617	Combating COVID-19: health equity matters.	Nat Med
32284616	"Estimating clinical severity of COVID-19 from the transmission dynamics in Wuhan, China."	Nat Med
32284615	The proximal origin of SARS-CoV-2.	Nat Med
32284614	Breadth of concomitant immune responses prior to patient recovery: a case report of non-severe COVID-19.	Nat Med
32284613	Characteristics of pediatric SARS-CoV-2 infection and potential evidence for persistent fecal viral shedding.	Nat Med
32284571	Efficacy of remdesivir in a rhesus macaque model of MERS-CoV infection.	Lab Anim (NY)
32284558	How COVID-19 could ruin weather forecasts and climate records.	Nature
32284470	COVID-19 and Indian Pediatrics.	Indian Pediatr
32284379	Novel ionophores active against La Crosse virus identified through rapid antiviral screening.	Antimicrob Agents Chemother
32284363	Acute neurology during the COVID-19 pandemic: Supporting the front line.	Neurology
32284362	COVID-19 and neuromuscular disorders.	Neurology
32284326	Remdesivir is a direct-acting antiviral that inhibits RNA-dependent RNA polymerase from severe acute respiratory syndrome coronavirus 2 with high potency.	J Biol Chem
32284316	Global crisis: EM and EMJ respond.	Emerg Med J
32284281	Hemoglobin value may be decreased in patients with severe coronavirus disease 2019.	Hematol Transfus Cell Ther
32284276	The COVID-19 pandemic: implications for the cytology laboratory.	J Am Soc Cytopathol
32284245	"The Use of Nonsteroidal Anti-inflammatory Drugs in Urological Practice in the COVID-19 Era: Is ""Safe Better than Sorry""?"	Eur Urol
32284234	The preventive strategies of community hospital in the battle of fighting pandemic COVID-19 in Taiwan.	J Microbiol Immunol Infect
32284224	Kidney International and the COVID-19 infection.	Kidney Int
32284222	The active role of a blood center in outpacing the transfusion transmission of COVID-19.	Transfus Clin Biol
32284192	[Coronavirus and primary care].	Aten Primaria
32284182	Reflections arising from the COVID-19 pandemic.	Enferm Intensiva
32284146	Keratoconjunctivitis as the initial medical presentation of the novel coronavirus disease 2019 (COVID-19).	Can J Ophthalmol
32284092	Inactivation of Severe Acute Respiratory Syndrome Coronavirus 2 by WHO-Recommended Hand Rub Formulations and Alcohols.	Emerg Infect Dis
32284090	Challenges and responses: a tertiary hospital in 2019-nCoV epidemic.	Disaster Med Public Health Prep
32284078	There is nothing new under the sun: Ageism and intergenerational tension in the age of the COVID-19 outbreak.	Int Psychogeriatr
32284037	Perspective on the COVID-19 Coronavirus Outbreak.	Comb Chem High Throughput Screen
32284004	Navigating the Ethics of COVID-19 in Otolaryngology.	Otolaryngol Head Neck Surg
32283980	Clinical Presentation of COVID-19: A Systematic Review Focusing on Upper Airway Symptoms.	Ear Nose Throat J
32283904	The early impact of the Covid-19 pandemic on the global and Turkish economy	Turk J Med Sci
32283903	Global threat of COVID 19 and evacuation of the citizens of different countries	Turk J Med Sci
32283894	"SARS-CoV-2 Epidemiology and Control, Different Scenarios for Turkey."	Turk J Med Sci
32283886	Love in the time of coronavirus: training and service during COVID-19.	Singapore Med J
32283878	[Whether conjunctival congestion in patients infected with 2019 novel coronavirus is definitely related the novel coronavirus?]	Zhonghua Yan Ke Za Zhi
32283877	[Prognostic value of myocardial injury in patients with COVID-19].	Zhonghua Yan Ke Za Zhi
32283876	[Scientific statement on using of renin angiotensin system blockers in patients with cardiovascular disease and COVID-19].	Zhonghua Xin Xue Guan Bing Za Zhi
32283815	Mesenchymal Stromal Cell Secretome for Severe COVID-19 Infections: Premises for the Therapeutic Use.	Cells
32283711	"scRNA-seq Profiling of Human Testes Reveals the Presence of the ACE2 Receptor, A Target for SARS-CoV-2 Infection in Spermatogonia, Leydig and Sertoli Cells."	Cells
32283580	Stability and Viability of SARS-CoV-2. Reply.	N Engl J Med
32283579	Stability and Viability of SARS-CoV-2.	N Engl J Med
32283578	Stability and Viability of SARS-CoV-2.	N Engl J Med
32283577	Stability and Viability of SARS-CoV-2.	N Engl J Med
32283576	Stability and Viability of SARS-CoV-2.	N Engl J Med
32283575	Stability and Viability of SARS-CoV-2.	N Engl J Med
32283513	Psychiatrist in post-COVID-19 era - Are we prepared?	Asian J Psychiatr
32283512	Mental health of medical workers in Pakistan during the pandemic COVID-19 outbreak.	Asian J Psychiatr
32283510	"Study of knowledge, attitude, anxiety & perceived mental healthcare need in Indian population during COVID-19 pandemic."	Asian J Psychiatr
32283499	Comorbidities in COVID-19: Outcomes in hypertensive cohort and controversies with renin angiotensin system blockers.	Diabetes Metab Syndr
32283498	COVID-19: From bench to bed side.	Diabetes Metab Syndr
32283497	Telemedicine for diabetes care in India during COVID19 pandemic and national lockdown period: Guidelines for physicians.	Diabetes Metab Syndr
32283458	COVID-19 as a factor influencing air pollution?	Environ Pollut
32283450	"Unprecedented disruption of lives and work: Health, distress and life satisfaction of working adults in China one month into the COVID-19 outbreak."	Psychiatry Res
32283449	COVID-19: Considering the prevalence of schizophrenia in the coming decades.	Psychiatry Res
32283325	Clinical Features of COVID-19-Related Liver Damage.	Clin Gastroenterol Hepatol
32283324	COVID-19 - Considerations for the paediatric rheumatologist.	Clin Immunol
32283316	Early appearance of COVID-19 associated pulmonary infiltrates during daily radiotherapy imaging for lung cancer.	J Thorac Oncol
32283315	COVID-19 or Lung Cancer: what should we treat?	J Thorac Oncol
32283308	A field indoor air measurement of SARS-CoV-2 in the patient rooms of the largest hospital in Iran.	Sci Total Environ
32283294	Encephalitis as a clinical manifestation of COVID-19.	Brain Behav Immun
32283291	Psychiatry hospital management facing COVID-19: from medical staff to patients.	Brain Behav Immun
32283289	Mental health and emotional impact of COVID-19: Applying Health Belief Model for medical staff to general public of Pakistan.	Brain Behav Immun
32283286	"Google searches for the keywords of ""wash hands"" predict the speed of national spread of COVID-19 outbreak among 21 countries."	Brain Behav Immun
32283285	Adoption of personal protective measures by ordinary citizens during the COVID-19 outbreak in Japan.	Int J Infect Dis
32283283	Positive effects of COVID-19 control measures on influenza prevention.	Int J Infect Dis
32283282	Community quarantine strategy against coronavirus disease 2019 in Anhui: an evaluation based on trauma center patients.	Int J Infect Dis
32283270	"Surgeons, Ethics, and COVID-19: Early Lessons Learned."	J Am Coll Surg
32283269	Rural Healthcare Center Preparation and Readiness Response to Threat of COVID-19.	J Am Coll Surg
32283268	Novel Approach to Reduce Transmission of COVID-19 During Tracheostomy.	J Am Coll Surg
32283246	Treating the Mental Health Effects of COVID-19: The Need for At-Home Neurotherapeutics Is Now.	Brain Stimul
32283245	SARS-COV-2 infection is likely to be androgen mediated.	J Am Acad Dermatol
32283243	Treatment considerations for patients with pemphigus during the COVID-19 pandemic.	J Am Acad Dermatol
32283242	Recommendations on dermatologic surgery during the COVID-19 pandemic.	J Am Acad Dermatol
32283241	"Reply to: ""Biologics for psoriasis during COVID-19 outbreak""."	J Am Acad Dermatol
32283240	Back to the Basics: Diluted Bleach for COVID-19.	J Am Acad Dermatol
32283238	Optimizing Teledermatology Visits for Dermatology Resident Education During the COVID-19 Pandemic.	J Am Acad Dermatol
32283237	Hydroxychloroquine and ivermectin: a synergistic combination for COVID-19 chemoprophylaxis and/or treatment?	J Am Acad Dermatol
32283236	Does Hydroxychloroquine Combat COVID-19? A Timeline of Evidence.	J Am Acad Dermatol
32283235	Various forms of skin rash in COVID-19 : a reply.	J Am Acad Dermatol
32283234	Biologics for psoriasis during COVID-19 outbreak.	J Am Acad Dermatol
32283233	"Reply to ""COVID-19 can present with a rash and be mistaken for Dengue"": Petechial rash in a patient with COVID-19 infection."	J Am Acad Dermatol
32283232	"Reply to ""COVID-19, syphilis and biologic therapies for psoriasis and psoriatic arthritis: A word of caution""."	J Am Acad Dermatol
32283230	Adalimumab for Treatment of Hidradenitis Suppurativa During the COVID-19 Pandemic: Safety Considerations.	J Am Acad Dermatol
32283229	A Dermatologic Manifestation of COVID-19: Transient Livedo Reticularis.	J Am Acad Dermatol
32283228	"Reply to: ""Skin damage among healthcare workers managing coronavirus disease-2019""."	J Am Acad Dermatol
32283223	Plausibility of therapeutic effects of Rho kinase inhibitors against Severe Acute Respiratory Syndrome Coronavirus 2 (COVID-19).	Pharmacol Res
32283221	"A comparison of burnout frequency among oncology physicians and nurses working on the front lines and usual wards during the COVID-19 epidemic in Wuhan, China."	J Pain Symptom Manage
32283219	Rapid Implementation of Inpatient Telepalliative Medicine Consultations during COVID-19 Pandemic.	J Pain Symptom Manage
32283217	"Mortality of a pregnant patient diagnosed with COVID-19: A case report with clinical, radiological, and histopathological findings."	Travel Med Infect Dis
32283216	"COVID-19 in a tertiary hospital from Romania: Epidemiology, preparedness and clinical challenges."	Travel Med Infect Dis
32283215	False negative rate of COVID-19 is eliminated by using nasal swab test.	Travel Med Infect Dis
32283185	Graft cryopreservation does not impact overall survival allogeneic hematopoietic cell transplantation using post-transplant cyclophosphamide for GVHD prophylaxis.	Biol Blood Marrow Transplant
32283177	"Coronavirus (COVID-19), First Indication of Efficacy of Gene-Eden-VIR/Novirin in SARS-CoV-2 Infections."	Int J Antimicrob Agents
32283164	"Clinical and laboratory-derived parameters of 119 hospitalized patients with coronavirus disease 2019 in Xiangyang, Hubei Province, China."	J Infect
32283163	A potential inhibitory role for integrin in the receptor targeting of SARS-CoV-2.	J Infect
32283162	Neutrophil-to-lymphocyte ratio as an independent risk factor for mortality in hospitalized patients with COVID-19.	J Infect
32283161	Duration for carrying SARS-CoV-2 in COVID-19 patients.	J Infect
32283160	"Airborne precautions recommended in Wuhan, China for bedside fiberoptic bronchoscopy examination of patients with COVID-19."	J Infect
32283159	"Lymphocyte subset (CD4+, CD8+) counts reflect the severity of infection and predict the clinical outcomes in patients with COVID-19."	J Infect
32283158	Arterial hypertension and risk of death in patients with COVID-19 infection: systematic review and meta-analysis.	J Infect
32283157	Imported COVID-19 cases pose new challenges for China.	J Infect
32283156	Rapid asymptomatic transmission of COVID-19 during the incubation period demonstrating strong infectivity in a cluster of youngsters aged 16-23 years outside Wuhan and characteristics of young patients with COVID-19: A prospective contact-tracing study.	J Infect
32283155	Clinical characteristics of coronavirus disease 2019 (COVID-19) in China: A systematic review and meta-analysis.	J Infect
32283154	Effect of regular intravenous immunoglobulin therapy on prognosis of severe pneumonia in patients with COVID-19.	J Infect
32283153	Low-dose corticosteroid therapy does not delay viral clearance in patients with COVID-19.	J Infect
32283152	The pathogenesis and treatment of the `Cytokine Storm' in COVID-19.	J Infect
32283150	Nosocomial SARS-CoV-2 infection among nurses in Wuhan at a single centre.	J Infect
32283149	Dynamics of faecal SARS-CoV-2 in infected children during the convalescent phase.	J Infect
32283148	High-resolution computed tomographic imaging disclosing COVID-19 pneumonia: a powerful tool in diagnosis.	J Infect
32283147	Prolonged Virus Shedding Even after Seroconversion in a Patient with COVID-19.	J Infect
32283146	Evolutionary analysis of SARS-CoV-2: how mutation of Non-Structural Protein 6 (NSP6) could affect viral autophagy.	J Infect
32283145	"Evaluation of control measures for COVID-19 in Wuhan, China."	J Infect
32283144	The effect of corticosteroid treatment on patients with coronavirus infection: a systematic review and meta-analysis.	J Infect
32283143	Arbidol monotherapy is superior to lopinavir/ritonavir in treating COVID-19.	J Infect
32283142	Social media WeChat infers the development trend of COVID-19.	J Infect
32283141	Serological immunochromatographic approach in diagnosis with SARS-CoV-2 infected COVID-19 patients.	J Infect
32283140	Re: Profile of specific antibodies to SARS-CoV-2: The first report.	J Infect
32283139	Household Transmission of SARS-CoV-2.	J Infect
32283138	A cluster of pneumonia associated with the SARS-Cov-2 outside of Wuhan related to a house-warming banquet.	J Infect
32283134	Highlights for management of patients with Autoimmune Liver Disease during COVID-19 pandemia.	J Hepatol
32283128	Should anti-diabetic medications be reconsidered amid COVID-19 pandemic?	Diabetes Res Clin Pract
32283124	Reduction in ST-Segment Elevation Cardiac Catheterization Laboratory Activations in the United States during COVID-19 Pandemic.	J Am Coll Cardiol
32283123	Considerations for Drug Interactions on QTc in Exploratory COVID-19 (Coronavirus Disease 2019) Treatment.	J Am Coll Cardiol
32283118	Taipei Azalea - Supraglottic airways (SGA) preassembled with high-efficiency particulate air (HEPA) filters to simplify prehospital airway management for patients with out-of-hospital cardiac arrests (OHCA) during Coronavirus Disease 2019 (COVID-19) pandemic.	Resuscitation
32283117	"In-hospital cardiac arrest outcomes among patients with COVID-19 pneumonia in Wuhan, China."	Resuscitation
32283116	Collateral consequences of COVID-19 epidemic in Greater Paris.	Resuscitation
32283108	Remdesivir and SARS-CoV-2: Structural requirements at both nsp12 RdRp and nsp14 Exonuclease active-sites.	Antiviral Res
32283102	Endoscopy units and the COVID-19 Outbreak: A Multi-Center Experience from Italy.	Gastroenterology
32283101	High Prevalence of Concurrent Gastrointestinal Manifestations in Patients with SARS-CoV-2: Early Experience from California.	Gastroenterology
32283100	AGA Clinical Practice Update on Management of Inflammatory Bowel Disease During the COVID-19 Pandemic: Expert Commentary.	Gastroenterology
32283099	Why does SARS-CoV-2 invade the gastrointestinal epithelium?	Gastroenterology
32283098	COVID-19 and the liver: the perils of non-peer reviewed science in times of a pandemic.	Gastroenterology
32283082	Cardiothoracic Education in the Time of COVID-19: How I Teach It.	Ann Thorac Surg
32283073	"Care of the Pregnant Woman with COVID-19 in Labor and Delivery: Anesthesia, Emergency cesarean delivery, Differential diagnosis in the acutely ill parturient, Care of the newborn, and Protection of the healthcare personnel."	Am J Obstet Gynecol
32283063	A Call to Action: The Need for Autopsies to Determine the Full Extent of Organ Involvement Associated With COVID-19.	Chest
32283062	The indirect benefit on respiratory health from the world's effort to reduce transmission of SARS - CoV-2.	Chest
32283052	Coronavirus Disease 2019 (COVID-19) CT Findings: A Systematic Review and Meta-analysis.	J Am Coll Radiol
32283050	Nursing When the World is Upside Down.	Nurs Womens Health
32283006	"SARS-CoV-2: Olfaction, Brain Infection, and the Urgent Need for Clinical Samples Allowing Earlier Virus Detection."	ACS Chem Neurosci
32283004	Universal Screening for SARS-CoV-2 in Women Admitted for Delivery.	N Engl J Med
32283003	Mental Health and the Covid-19 Pandemic.	N Engl J Med
32282993	DOACs and 'newer' haemophilia therapies in COVID-19.	J Thromb Haemost
32282992	Coronavirus disease 2019: Utilizing an ethical framework for rationing absolutely scarce healthcare resources in transplant allocation decisions.	Am J Transplant
32282991	Immunosuppressive therapy maintenance in a kidney transplant recipient SARS-CoV-2 pneumonia: a case report.	Am J Transplant
32282986	Clinical characteristics and immunosuppressants management of coronavirus disease 2019 in solid organ transplant recipients.	Am J Transplant
32282982	Early Impact of COVID-19 on Transplant Center Practices and Policies in the United States.	Am J Transplant
32282977	First case of COVID-19 in a kidney transplant recipient treated with belatacept.	Am J Transplant
32282974	Latin American healthcare systems in times of pandemic.	Dev World Bioeth
32282972	COVID-19: Thoughts and comments from a Tertiary Liver Transplant Center in France.	Am J Transplant
32282968	Preventing Suicide in Rural Communities During the COVID-19 Pandemic.	J Rural Health
32282964	"A Commentary on Rural-Urban Disparities in COVID-19 Testing Rates per 100,000 and Risk Factors."	J Rural Health
32282959	Navigating Nonessential Research Trials During COVID19: The Push We Needed For Using Digital Technology To Increase Access For Rural Participants?	J Rural Health
32282956	Rapid and Severe Covid-19 Pneumonia with Severe Acute Chest Syndrome in a Sickle Cell Patient Successfully Treated with Tocilizumab.	Am J Hematol
32282955	Flattening the Curve by Getting Ahead of It: How the VA Healthcare System Is Leveraging Telehealth to Provide Continued Access to Care for Rural Veterans.	J Rural Health
32282953	Ethical and Legal Challenges During the COVID-19 Pandemic - Are We Thinking About Rural Hospitals?	J Rural Health
32282949	Hematological findings and complications of COVID-19.	Am J Hematol
32282922	Use of self-administered surveys through QR code and same center telemedicine in a walk-in clinic in the era of COVID-19.	J Am Med Inform Assoc
32282920	"We're staying at home. Association of self-perceptions of aging, personal and family resources and loneliness with psychological distress during the lock-down period of COVID-19."	J Gerontol B Psychol Sci Soc Sci
32282894	Diagnostic Testing for Severe Acute Respiratory Syndrome-Related Coronavirus-2: A Narrative Review.	Ann Intern Med
32282891	Community Pharmacists in Taiwan at the Frontline Against the Novel Coronavirus Pandemic: Gatekeepers for the Rationing of Personal Protective Equipment.	Ann Intern Med
32282887	Understanding the Dynamics of COVID-19.	Am J Clin Pathol
32282874	Limits of Detection of Six Approved RT-PCR Kits for the Novel SARS-coronavirus-2 (SARS-CoV-2).	Clin Chem
32282871	Inflammatory Response Cells During Acute Respiratory Distress Syndrome in Patients With Coronavirus Disease 2019 (COVID-19).	Ann Intern Med
32282870	COVID-19: The Worst Days of Our Careers.	Ann Intern Med
32282863	Molecular immune pathogenesis and diagnosis of COVID-19.	J Pharm Anal
32282789	Public Health Interventions to Mitigate Early Spread of SARS-CoV-2 in Poland.	Med Sci Monit
32282750	"Laparoscopy at all costs? Not now during COVID-19 and not for acute care surgery and emergency colorectal surgery: a practical algorithm from a Hub Tertiary teaching hospital in Northern Lombardy, Italy."	J Trauma Acute Care Surg
32282658	Rehospitalization of a Recovered Coronavirus Disease 19 (COVID-19) Child With Positive Nucleic Acid Detection.	Pediatr Infect Dis J
32282628	COVID-19 - A Guide to Rapid Implementation of Telehealth Services: A Playbook for the Pediatric Gastroenterologist.	J Pediatr Gastroenterol Nutr
32282624	Telemedicine for Pediatric Inflammatory bowel disease in the Era of COVID-19.	J Pediatr Gastroenterol Nutr
32282614	"Anesthetic Management of Endovascular Treatment of Acute Ischemic Stroke During COVID-19 Pandemic: Consensus Statement from Society for Neuroscience in Anesthesiology & Critical Care (SNACC)_Endorsed by Society of Vascular & Interventional Neurology (SVIN), Society of NeuroInterventional Surgery (SNIS), Neurocritical Care Society (NCS), and European Society of Minimally Invasive Neurological Therapy (ESMINT)."	J Neurosurg Anesthesiol
32282549	Chronic liver disease is not associated with severity or mortality in Coronavirus disease 2019 (COVID-19): a pooled analysis.	Eur J Gastroenterol Hepatol
32282502	Cardiovascular Considerations in Treating Patients with Coronavirus (COVID-19).	J Cardiovasc Pharmacol
32282455	Life in the Time of COVID-19.	Curr Sports Med Rep
32282442	A Bioethical Perspective for Navigating Moral Dilemmas Amidst the COVID-19 Pandemic.	J Am Acad Orthop Surg
32282441	Peri-operative Considerations in Urgent Surgical Care of Suspected and Confirmed COVID-19 Orthopedic Patients: Operating rooms protocols and recommendations in the Current COVID-19 Pandemic.	J Am Acad Orthop Surg
32282440	"COVID-19 in Children in the United States: Intensive Care Admissions, Estimated Total Infected, and Projected Numbers of Severe Pediatric Cases in 2020."	J Public Health Manag Pract
32282439	Orthopaedic Education During the COVID-19 Pandemic.	J Am Acad Orthop Surg
32282428	What's Old is New! Similarities Between SARS-CoV-2 and HIV.	J Assoc Nurses AIDS Care
32282425	Rapid COVID-19-related Clinical Adaptations and Unanticipated Risks.	Anesthesiology
32282420	Guidelines for Ambulatory Surgery Centers for the Care of Surgically Necessary/Time-Sensitive Orthopaedic Cases during the COVID-19 Pandemic.	J Bone Joint Surg Am
32282419	A Review of State Guidelines for Elective Orthopaedic Procedures During the COVID-19 Outbreak.	J Bone Joint Surg Am
32282413	What's Important: What Is Our Role in the COVID-19 Pandemic?	J Bone Joint Surg Am
32282412	Preparing to Perform Trauma and Orthopaedic Surgery on Patients with COVID-19.	J Bone Joint Surg Am
32282404	Incidental CT Findings Suspicious for Covid-19 Associated Pneumonia on Nuclear Medicine Exams: Recognition and Management Plan.	Clin Nucl Med
32282390	Determining Urgent/Emergent status of Gastrointestinal (GI) Endoscopic Procedures in an Ambulatory Care Setting during the Coronavirus Disease of 2019 (COVID-19) Pandemic: Additional Factors that need to be considered.	Anesth Analg
32282389	Provider Burnout and Fatigue During the COVID-19 Pandemic: Lessons Learned from a High-Volume Intensive Care Unit.	Anesth Analg
32282387	A carton-made protective shield for suspicious/confirmed COVID-19 intubation and extubation during surgery.	Anesth Analg
32282373	Medical Student Mobilization During A Crisis: Lessons From A COVID-19 Medical Student Response Team.	Acad Med
32282372	Innovation in Response to the COVID-19 Pandemic Crisis.	Acad Med
32282371	One Academic Health System's Early (and Ongoing) Experience Responding to COVID-19: Recommendations From the Initial Epicenter of the Pandemic in the United States.	Acad Med
32282359	Rehabilitation following critical illness in people with COVID-19 infection.	Am J Phys Med Rehabil
32282344	Attending to the Emotional Well-Being of the Health Care Workforce in a New York City Health System During the COVID-19 Pandemic.	Acad Med
32282339	Staying active in isolation: Telerehabilitation for individuals with the SARS-CoV-2 infection.	Am J Phys Med Rehabil
32282312	A Case of COVID-19 Pneumonia in a Young Male with Full Body Rash as a Presenting Symptom.	Clin Pract Cases Emerg Med
32282303	Coronavirus Disease (COVID-19) Pandemic: A Race Against Time.	Curr Top Med Chem
32282268	Emergence of Novel Coronavirus and COVID-19: whether to stay or die out?	Crit Rev Microbiol
32282262	Treatment considerations for coronavirus (COVID-19).	Hosp Pract (1995)
32282258	Letter to the Editor: How to Deal with Suspended Oral Treatment during the COVID-19 Epidemic.	J Dent Res
32282256	Response to the Letter to the Editor: How to Deal with Suspended Oral Treatment during the COVID-19 Epidemic.	J Dent Res
32282234	Cancer Center Recommendations to Mitigate COVID-19 Impact in Patients With Cancer: Low-Resource Settings Version.	JCO Glob Oncol
32282225	Reperfusion of STEMI in the COVID-19 Era - Business as Usual?	Circulation
32282224	COVID-19 and Renin Angiotensin Blockers: Current Evidence and Recommendations.	Circulation
32282113	Integrated Hospital Quarantine System against COVID-19.	Kaohsiung J Med Sci
32282061	Editorial - COVID-19.	Br J Haematol
32282057	"Why am I, as a Geriatric Medicine Fellow with Symptoms, Unable to Get Tested for COVID-19 While Politicians, Oil Executives, and NBA Players Are?"	J Am Geriatr Soc
32282056	Maintaining Our Humanity Through the Mask: Mindful Communication During COVID-19.	J Am Geriatr Soc
32282041	Nonpharmaceutical interventions and epidemic intensity during the 2019 novel coronavirus disease pandemic.	Clin Infect Dis
32282033	Initiating adjunct low dose-hydroxyurea therapy for stroke prevention in children with SCA during the COVID-19 pandemic.	Blood
32282032	Neprilysin inhibitor-angiotensin II receptor blocker combination (sacubitril/valsartan): rationale for adoption in SARS-CoV-2 patients.	Eur Heart J Cardiovasc Pharmacother
32282027	COVID-19-related myocarditis in a 21-year-old female patient.	Eur Heart J
32282026	Call to action for the cardiovascular side of COVID-19.	Eur Heart J
32282025	Donning and doffing of personal protective equipment (PPE) for angiography during the COVID-19 crisis.	Eur Heart J
32282023	Oncology Practice During the COVID-19 Pandemic.	JAMA
32282022	Pharmacologic Treatments for Coronavirus Disease 2019 (COVID-19): A Review.	JAMA
32281926	COVID-19 and haemostasis: a position paper from Italian Society on Thrombosis and Haemostasis (SISET).	Blood Transfus
32281897	The management of biologics in dermatologic patients in the 2019-nCoV era.	J Dermatolog Treat
32281886	COVID-19 and Home Positive Airway Pressure (PAP) Therapy.	Am J Respir Crit Care Med
32281885	Basing Respiratory Management of Coronavirus on Physiological Principles.	Am J Respir Crit Care Med
32281877	COVID-19 Lung Injury is Not High Altitude Pulmonary Edema.	High Alt Med Biol
32281785	Dual-Functional Plasmonic Photothermal Biosensors for Highly Accurate Severe Acute Respiratory Syndrome Coronavirus 2 Detection.	ACS Nano
32281766	Is There a Role for Tissue Plasminogen Activator (tPA) as a Novel Treatment for Refractory COVID-19 Associated Acute Respiratory Distress Syndrome (ARDS)?	J Trauma Acute Care Surg
32281757	[Covid-19 in patients on dialysis: infection prevention and control strategies].	G Ital Nefrol
32281756	"Covid-19 and its impact on nephropathic patients: the experience at Ospedale ""Guglielmo da Saliceto"" in Piacenza."	G Ital Nefrol
32281755	An account of the first hours of the Covid-19 epidemic at the Nephrology Unit in Lodi (Lombardy).	G Ital Nefrol
32281754	[Managing patients in dialysis and with kidney transplant infected with Covid-19].	G Ital Nefrol
32281753	"[More questions than answers, but a way ahead]."	G Ital Nefrol
32281695	Existing bitter medicines for fighting 2019-nCoV-associated infectious diseases.	FASEB J
32281689	COVID-19 and gastrointestinal endoscopies: current insights and emergent strategies.	Dig Endosc
32281679	COVID-19: Herd Immunity and Convalescent Plasma Transfer Therapy.	J Med Virol
32281674	COVID-19 indirect contact transmission through the oral mucosa must not be ignored.	J Oral Pathol Med
32281671	Influenza-like illnesses caused by a cluster of imported Italian COVID-19.	J Med Virol
32281668	C-reactive protein correlates with CT findings and predicts severe COVID-19 early.	J Med Virol
32281667	Coronavirus disease 2019: new things to know!	J Med Virol
32281653	"Reply to: ""Reporting of all cardiac medications and their outcome in COVID-19""."	J Med Virol
32281649	Prawa czlowieka dzieci niepelnosprawnych w sytuacjach kryzysowych: wyzwanie COVID-19.	Dev Med Child Neurol
32281587	Coronavirus disease (COVID-19) pandemic.	Med J Malaysia
32281583	Update on use of chloroquine/hydroxychloroquine to treat coronavirus disease 2019 (COVID-19).	Biosci Trends
32281555	The fast territorial expansion of the Covid-19 in Spain.	J Epidemiol
32281538	Society coexisting with COVID-19.	Infect Control Hosp Epidemiol
32281517	The daily impact of COVID-19 in gastroenterology.	United European Gastroenterol J
32281481	Challenges and cares to promote rational use of chloroquine and hydroxychloroquine in the management of coronavirus disease 2019 (COVID-19) pandemic: a timely review.	J Toxicol Environ Health B Crit Rev
32281391	Loopholes in Current Infection Control and Prevention Practices Against COVID-19 in Radiology Department and Improvement Suggestions.	Can Assoc Radiol J
32281368	"War on Terror Cells: Strategies to Eradicate ""Novel Coronavirus"" Effectively."	ACS Chem Neurosci
32281335	[Research progress of intervention of Chinese herbal medicine and its active components on human coronavirus].	Zhongguo Zhong Yao Za Zhi
32281334	[Strategy of pharmaceutical care services for clinical Chinese pharmacists in coronavirus disease 2019 (COVID-19)].	Zhongguo Zhong Yao Za Zhi
32281333	[Analysis of property and efficacy of traditional Chinese medicine in staging revention and treatment of coronavirus disease 2019].	Zhongguo Zhong Yao Za Zhi
32281332	[Study on medication regularity of traditional Chinese medicine in treatment of COVID-19 based on data mining].	Zhongguo Zhong Yao Za Zhi
32281331	[Analysis on pattern of prescriptions and syndromes of traditional Chinese medicine for prevention and treatment of COVID-19].	Zhongguo Zhong Yao Za Zhi
32281330	[Analysis on clinical study protocols of traditional Chinese medicine for coronavirus disease 2019].	Zhongguo Zhong Yao Za Zhi
32281329	"[Study on treatment of ""cytokine storm"" by anti-2019-nCoV prescriptions based on arachidonic acid metabolic pathway]."	Zhongguo Zhong Yao Za Zhi
32281328	[Study on screening potential traditional Chinese medicines against 2019-nCoV based on Mpro and PLP].	Zhongguo Zhong Yao Za Zhi
32281327	[Rapid establishment of traditional Chinese medicine prevention and treatment of 2019-nCoV based on clinical experience and molecular docking].	Zhongguo Zhong Yao Za Zhi
32281317	Use of Convalescent Plasma Therapy in Two COVID-19 Patients with Acute Respiratory Distress Syndrome in Korea.	J Korean Med Sci
32281287	Risk of COVID-19 for patients with obesity.	Obes Rev
32281268	G6PD and chloroquine: Selecting the treatment against SARS-CoV-2?	J Cell Mol Med
32281231	Containing COVID-19 in the emergency room: the role of improved case detection and segregation of suspect cases.	Acad Emerg Med
32281214	Performance of electrophysiology procedures at an academic medical center amidst the 2020 coronavirus (COVID-19) pandemic.	J Cardiovasc Electrophysiol
32281213	A systematic review of the prophylactic role of chloroquine and hydroxychloroquine in Coronavirus Disease-19 (COVID-19).	Int J Rheum Dis
32281185	Life in the pandemic: Some reflections on nursing in the context of COVID-19.	J Clin Nurs
32281165	Nursing homes and COVID-19: we can and should do better.	J Clin Nurs
32281163	Cancer and COVID-19: A CALL For Comments.	Psychooncology
32281160	A call to action for public health nurses during the COVID-19 pandemic.	Public Health Nurs
32281158	The pandemic paradox: the consequences of COVID-19 on domestic violence.	J Clin Nurs
32281144	Is it ethical to be a 'whistleblower' during COVID-19 pandemic? Ethical challenges confronted by health care workers in China.	J Adv Nurs
32281130	Editorial: Challenges to Opioid Use Disorders During COVID-19.	Am J Addict
