pmid	title	journal
32236913	[Legal Issues of Resource Allocation in the COVID-19 Pandemic - Between Utilitarianism and Life Value Indifference].	Dtsch Med Wochenschr
32236856	Ultra-high-resolution computed tomography can demonstrate alveolar collapse in novel coronavirus (COVID-19) pneumonia.	Jpn J Radiol
32236854	Infection control protocol inside computed tomography suites during COVID-19 outbreak.	Jpn J Radiol
32236815	Inefficiency of Sera from Mice Treated with Pseudotyped SARS-CoV to Neutralize 2019-nCoV Infection.	Virol Sin
32236694	[Geriatrics in times of corona].	Z Gerontol Geriatr
32236661	The world is upside down; how coronavirus changes the way we care for our patients.	Int Urogynecol J
32236644	Identification of a potential mechanism of acute kidney injury during the COVID-19 outbreak: a study based on single-cell transcriptome analysis.	Intensive Care Med
32236624	A new threat from an old enemy: Reemergence of coronavirus (Review).	Int J Mol Med
32236562	Treating COVID-19 with Chloroquine.	J Mol Cell Biol
32236561	Combating COVID-19 with Chloroquine.	J Mol Cell Biol
32236504	Active and Effective Measures for the Care of Patients With Cancer During the COVID-19 Spread in China.	JAMA Oncol
32236503	Testing Individuals for Coronavirus Disease 2019 (COVID-19).	JAMA
32236491	Potential Legal Liability for Withdrawing or Withholding Ventilators During COVID-19: Assessing the Risks and Identifying Needed Reforms.	JAMA
32236490	Environment and Personal Protective Equipment Tests for SARS-CoV-2 in the Isolation Room of an Infant With Infection.	Ann Intern Med
32236478	Speculation is not evidence: antihypertensive therapy and COVID-19.	Eur Heart J Cardiovasc Pharmacother
32236465	The Cardiologist at the time of Coronavirus: a perfect storm.	Eur Heart J
32236385	"Outbreak investigation in cargo ship in times of COVID-19 crisis, Port of Santos, Brazil."	Rev Saude Publica
32236325	COVID-19 and the Heart.	Arq Bras Cardiol
32236303	COVID-19 pneumonia: what is the role of imaging in diagnosis?	J Bras Pneumol
32236301	Coronavirus 2020.	Rev Bras Enferm
32236295	The surgeons and the COVID-19 pandemic.	Rev Col Bras Cir
32236152	"On the Front Lines of Primary Care during the Coronavirus Pandemic Shifting from office visits to telephone triage, telemedicine."	R I Med J (2013)
32236089	Respiratory physiotherapy in patients with COVID-19 infection in acute setting: a Position Paper of the Italian Association of Respiratory Physiotherapists (ARIR).	Monaldi Arch Chest Dis
32235945	Virological assessment of hospitalized patients with COVID-2019.	Nature
32235939	Share mobile and social-media data to curb COVID-19.	Nature
32235923	How the coronavirus pandemic is affecting the world's biggest physics experiments.	Nature
32235922	Coronavirus lockdowns have changed the way Earth moves.	Nature
32235915	COVID-19: a new challenge for human beings.	Cell Mol Immunol
32235685	COVID-19 Outbreak: An Overview on Dentistry.	Int J Environ Res Public Health
32235575	"The First 75 Days of Novel Coronavirus (SARS-CoV-2) Outbreak: Recent Advances, Prevention, and Treatment."	Int J Environ Res Public Health
32235517	Healthcare Digitalization and Pay-For-Performance Incentives in Smart Hospital Project Financing.	Int J Environ Res Public Health
32235486	Novel Coronavirus Infection (COVID-19) in Humans: A Scoping Review and Meta-Analysis.	J Clin Med
32235480	A Simulation on Potential Secondary Spread of Novel Coronavirus in an Exported Country Using a Stochastic Epidemic SEIR Model.	J Clin Med
32235433	"Corona Virus (COVID-19) ""Infodemic"" and Emerging Issues through a Data Lens: The Case of China."	Int J Environ Res Public Health
32235413	Response to the COVID-19 Epidemic: The Chinese Experience and Implications for Other Countries.	Int J Environ Res Public Health
32235387	Progress and Prospects on Vaccine Development against SARS-CoV-2.	Vaccines (Basel)
32235187	A Comparative Study of Chest Computed Tomography Features in Young and Older Adults With Corona Virus Disease (COVID-19).	J Thorac Imaging
32235170	Triaging Spine Surgery in the COVID-19 Era.	Clin Spine Surg
32235161	COVID-19 and Paediatric Inflammatory Bowel Diseases: Global Experience and Provisional Guidance (March 2020) from the Paediatric IBD Porto group of ESPGHAN.	J Pediatr Gastroenterol Nutr
32235155	Setup of a Dedicated Coronavirus Intensive Care Unit: Logistical Aspects.	Anesthesiology
32235119	Safeguarding the Maintenance Hemodialysis Patient Population during the Coronavirus Disease 19 Pandemic.	Blood Purif
32235086	"As COVID-19 cases, deaths and fatality rates surge in Italy, underlying causes require investigation."	J Infect Dev Ctries
32235085	The novel zoonotic COVID-19 pandemic: An expected global health concern.	J Infect Dev Ctries
32235084	Spatial-temporal distribution of COVID-19 in China and its prediction: A data-driven modeling analysis.	J Infect Dev Ctries
32235083	Global outbreak of COVID-19: a new challenge?	J Infect Dev Ctries
32234957	WHO must prioritise the needs of older people in its response to the covid-19 pandemic.	BMJ
32234837	COVID-19 and non-communicable diseases.	Postgrad Med J
32234831	Covid-19: healthcare staff in hotspot areas are prioritised as testing expands.	BMJ
32234805	Quantifying SARS-CoV-2 transmission suggests epidemic control with digital contact tracing.	Science
32234804	An investigation of transmission control measures during the first 50 days of the COVID-19 epidemic in China.	Science
32234728	EMA advice on the use of NSAIDs for Covid-19.	Drug Ther Bull
32234724	Lung ultrasound findings in a 64-year-old woman with COVID-19.	CMAJ
32234719	Covid-19: Contact tracing requires ending the hostile environment.	BMJ
32234718	Clinical characteristics of 113 deceased patients with coronavirus disease 2019: retrospective study.	BMJ
32234716	Cancer Labs Pivot to Battle COVID-19.	Cancer Discov
32234713	"Covid-19: Doctors still at ""considerable risk"" from lack of PPE, BMA warns."	BMJ
32234709	Predicting COVID-19 incidence using Google Trends and data mining techniques: A pilot study in Iran.	JMIR Public Health Surveill
32234504	"COVID-19, Diabetes Mellitus and ACE2: The conundrum."	Diabetes Res Clin Pract
32234468	"The epidemiology, diagnosis and treatment of COVID-19."	Int J Antimicrob Agents
32234467	The cytokine release syndrome (CRS) of severe COVID-19 and Interleukin-6 receptor (IL-6R) antagonist Tocilizumab may be the key to reduce the mortality.	Int J Antimicrob Agents
32234466	Coronavirus disease 2019 (COVID-19): current status and future perspective.	Int J Antimicrob Agents
32234465	"Recent Progress in understanding 2019 Novel Coronavirus associated with Human Respiratory Disease: Detection, Mechanism and Treatment."	Int J Antimicrob Agents
32234464	Complex emergencies of COVID-19: management and experience in Zhuhai.	Int J Antimicrob Agents
32234457	COVID-19 in children: More than meets the eye.	Travel Med Infect Dis
32234453	Follow-up of the asymptomatic patients with SARS-CoV-2 infection.	Clin Microbiol Infect
32234451	"COVID-19, SARS and MERS: are they closely related?"	Clin Microbiol Infect
32234449	Molecular characterization of SARS-CoV-2 in the first COVID-19 cluster in France reveals an amino-acid deletion in nsp2 (Asp268Del).	Clin Microbiol Infect
32234368	"Considering the challenge of the Covid-19 pandemic, is there a need to adapt the guidelines for basic life support resuscitation?"	Resuscitation
32234343	Monitoring Transmissibility and Mortality of COVID-19 in Europe.	Int J Infect Dis
32234338	Using psychoneuroimmunity against COVID-19.	Brain Behav Immun
32234312	COVID-19 in Endoscopy: Time to do more?	Gastrointest Endosc
32234303	Multi-omics Evaluation of Gastrointestinal and Other Clinical Characteristics of SARS-CoV-2 and COVID-19.	Gastroenterology
32234250	"Spinal anaesthesia for patients with coronavirus disease 2019 and possible transmission rates in anaesthetists: retrospective, single-centre, observational cohort study."	Br J Anaesth
32234175	[Expert consensus on principal of clinical management of patients with severe emergent cardiovascular diseases during the epidemic period of COVID-19].	Zhonghua Xin Xue Guan Bing Za Zhi
32234150	"[Interpretation of ""Guidelines for the Diagnosis and Treatment of Novel Coronavirus (2019-nCoV) Infection by the National Health Commission (Trial Version 5)""]."	Zhonghua Yi Xue Za Zhi
32234149	[The way to reduce the false negative results of 2019 novel coronavirus nucleic acid detection].	Zhonghua Yi Xue Za Zhi
32234132	[First case of neonate with COVID-19 in China].	Zhonghua Er Ke Za Zhi
32234131	[Analysis of CT features of 15 children with 2019 novel coronavirus infection].	Zhonghua Er Ke Za Zhi
32234130	[Progress and challenge of vaccine development against 2019 novel coronavirus (2019-nCoV)].	Zhonghua Yu Fang Yi Xue Za Zhi
32234129	[Rethinking public health education and public health workforce development in China].	Zhonghua Yu Fang Yi Xue Za Zhi
32234128	[Investigation of an epidemic cluster caused by COVID rectangle19 cases in incubation period in Shanghai].	Zhonghua Liu Xing Bing Xue Za Zhi
32234127	[Epidemiological characteristics of COVID-19 in Gansu province].	Zhonghua Liu Xing Bing Xue Za Zhi
32234126	[An epidemiologic thinking on the diagnosis criteria of COVID-19].	Zhonghua Liu Xing Bing Xue Za Zhi
32234121	"Estimating the infection and case fatality ratio for coronavirus disease (COVID-19) using age-adjusted data from the outbreak on the Diamond Princess cruise ship, February 2020."	Euro Surveill
32234119	Updated rapid risk assessment from ECDC on coronavirus disease 2019 (COVID-19) pandemic: increased transmission in the EU/EEA and the UK.	Euro Surveill
32234117	"Potential short-term outcome of an uncontrolled COVID-19 epidemic in Lombardy, Italy, February to March 2020."	Euro Surveill
32234116	"Coronavirus disease (COVID-19) Community Testing Team in Scotland: A 14-day review, 6 to 20 February 2020."	Euro Surveill
32234115	"Rapid assessment of regional SARS-CoV-2 community transmission through a convenience sample of healthcare workers, the Netherlands, March 2020."	Euro Surveill
32234108	"How to surge to face SARS-CoV-2 outbreak. Lessons learned from Lumbardy, Italy."	Disaster Med Public Health Prep
32234107	"Epidemiological Features of 135 Patients with Coronavirus Disease (COVID-19) in Tianjin, China."	Disaster Med Public Health Prep
32234102	The consequences of the COVID-19 pandemic on mental health and implications for clinical practice.	Eur Psychiatry
32234101	Age is just a number - and so is frailty: Strategies to inform resource allocation during the COVID-19 pandemic.	CJEM
32234091	When infection prevention enters the temple: Intergenerational social distancing and COVID-19.	Infect Control Hosp Epidemiol
32234064	Covid-19 in China: ten critical issues for intensive care medicine.	Crit Care
32233980	Protected Code Stroke: Hyperacute Stroke Management During the Coronavirus Disease 2019 (COVID-19) Pandemic.	Stroke
32233973	Implications for Online Management: Two Cases with COVID-19.	Telemed J E Health
32233972	Temporary Emergency Guidance to US Stroke Centers During the COVID-19 Pandemic.	Stroke
32233967	Perspectives on Pediatric Appendicitis and Appendectomy During the Severe Acute Respiratory Syndrome Coronavirus 2 Pandemic.	J Laparoendosc Adv Surg Tech A
32233935	COVID-19 - is the ACE2 just a foe?	Am J Physiol Lung Cell Mol Physiol
32233926	Chest CT Findings and Clinical Conditions of Coronavirus Disease (COVID-19).	AJR Am J Roentgenol
32233915	Editorial: Managing the march of COVID-19: lessons from the HIV and AIDS epidemic.	Afr J AIDS Res
32233876	The Role of Emergency Radiology in COVID-19: From Preparedness to Diagnosis.	Can Assoc Radiol J
32233816	"Novel coronavirus in a 15-day-old neonate with clinical signs of sepsis, a case report."	Infect Dis (Lond)
32233755	Coronavirus Disease 2019 (COVID-19) and Cardiovascular Disease: A Viewpoint on the Potential Influence of Angiotensin-Converting Enzyme Inhibitors/Angiotensin Receptor Blockers on Onset and Severity of Severe Acute Respiratory Syndrome Coronavirus 2 Infection.	J Am Heart Assoc
32233753	Coronavirus Disease 2019 (COVID-19): Do Angiotensin-Converting Enzyme Inhibitors/Angiotensin Receptor Blockers Have a Biphasic Effect?	J Am Heart Assoc
32233719	The outbreak of COVID-19 coronavirus and its impact on global mental health.	Int J Soc Psychiatry
32233671	Have a heart during the COVID-19 crisis: Making the case for cardiac rehabilitation in the face of an ongoing pandemic.	Eur J Prev Cardiol
32233642	Risk factors associated with disease progression in a cohort of patients infected with the 2019 novel coronavirus.	Ann Palliat Med
32233641	Network pharmacology-based analysis of the role of traditional Chinese herbal medicines in the treatment of COVID-19.	Ann Palliat Med
32233563	Effect of delay in diagnosis on transmission of COVID-19.	Math Biosci Eng
32233562	"A mathematical model for the novel coronavirus epidemic in Wuhan, China."	Math Biosci Eng
32233561	Effects of media reporting on mitigating spread of COVID-19 in the early phase of the outbreak.	Math Biosci Eng
32233560	COVID-19 information propagation dynamics in the Chinese Sina-microblog.	Math Biosci Eng
32233443	Letter to the Editor.	ACS Chem Neurosci
32233418	Fighting the Coronavirus Outbreak.	ACS Chem Biol
32233337	Paying for Medicaid - State Budgets and the Case for Expansion in the Time of Coronavirus.	N Engl J Med
32233168	Mental Health and Psychological Intervention Amid COVID-19 Outbreak: Perspectives from South Korea.	Yonsei Med J
32233163	Understanding and Interpretation of Case Fatality Rate of Coronavirus Disease 2019.	J Korean Med Sci
32233161	"Analysis on 54 Mortality Cases of Coronavirus Disease 2019 in the Republic of Korea from January 19 to March 10, 2020."	J Korean Med Sci
32233098	Medical Education Adaptations: Really Good Stuff for Educational Transition during a Pandemic.	Med Educ
32233067	COVID-19 in Kidney Transplant Recipients.	Am J Transplant
32233064	Coronavirus pandemic and Colorectal surgery: practical advice based on the Italian experience.	Colorectal Dis
32233057	Novel Coronavirus-19 (COVID-19) in the Immunocompromised Transplant Recipient: #Flatteningthecurve.	Am J Transplant
32233055	Lest we forget.	Am J Transplant
32233049	ISUOG Consensus Statement on organization of routine and specialist obstetric ultrasound services in the context of COVID-19.	Ultrasound Obstet Gynecol
32233040	Intranasal corticosteroids in allergic rhinitis in COVID-19 infected patients: An ARIA-EAACI statement.	Allergy
32233034	Overview of guidance for endoscopy during the coronavirus disease 2019 (COVID-19) pandemic.	J Gastroenterol Hepatol
32233030	3D printed circuit splitter and flow restriction devices for multiple patient lung ventilation using one anaesthesia workstation or ventilator.	Anaesthesia
32233018	Covid-19 and diabetes mellitus: unveiling the interaction of two pandemics.	Diabetes Metab Res Rev
32233013	Diabetes is a risk factor for the progression and prognosis of COVID-19.	Diabetes Metab Res Rev
32232986	Potential utilities of mask wearing and instant hand hygiene for fighting SARS-CoV-2.	J Med Virol
32232980	COVID-19 epidemic: disease characteristics in children.	J Med Virol
32232979	"Analysis of heart injury laboratory parameters in 273 COVID-19 patients in one hospital in Wuhan, China."	J Med Virol
32232977	"Response to ""Comments on 'Zhang et al.: Clinical trial analysis of 2019-nCoV therapy registered in China '""."	J Med Virol
32232976	CD-sACE2 Inclusion Compounds: An Effective Treatment for Corona Virus Disease 2019 (COVID-19).	J Med Virol
32232915	COVID-19 Pandemic - Is Virtual Urology Clinic the answer to keeping the cancer pathway moving?	BJU Int
32232837	Headaches Associated with Personal Protective Equipment - A Cross-sectional Study Amongst Frontline Healthcare Workers During COVID-19 (HAPPE Study).	Headache
32232784	A woman with fever and cough: coronavirus disease 2019.	Intern Emerg Med
32232773	Correction to: Practical indications for the prevention and management of SARS-CoV-2 in ambulatory dialysis patients: lessons from the first phase of the epidemics in Lombardy.	J Nephrol
32232685	"The experience of high-flow nasal cannula in hospitalized patients with 2019 novel coronavirus-infected pneumonia in two hospitals of Chongqing, China."	Ann Intensive Care
32232652	Clinical and Transmission Characteristics of Covid-19 - A Retrospective Study of 25 Cases from a Single Thoracic Surgery Department.	Curr Med Sci
32232651	Facing the COVID-19 emergency: we can and we do.	Radiol Med
32232648	Diagnostic performance of chest CT to differentiate COVID-19 pneumonia in non-high-epidemic area in Japan.	Jpn J Radiol
32232568	"Ocular manifestation, eye protection, and COVID-19."	Graefes Arch Clin Exp Ophthalmol
32232552	Coronavirus disease 2019 (COVID-19) and anti-rheumatic drugs.	Rheumatol Int
32232551	"COVID-19, rheumatic diseases and immunosuppressive drugs: an appeal for medication adherence."	Rheumatol Int
32232545	[SARS-CoV-2-a challenge for all of us].	Ophthalmologe
32232520	Facing a disruptive threat: how can a nuclear medicine service be prepared for the coronavirus outbreak 2020?	Eur J Nucl Med Mol Imaging
32232480	Our Response to COVID-19 as Endocrinologists and Diabetologists.	J Clin Endocrinol Metab
32232474	Human challenge studies to accelerate coronavirus vaccine licensure.	J Infect Dis
32232466	Perspectives on Coronavirus Disease 2019 Control Measures for Ophthalmology Clinics Based on a Singapore Center Experience.	JAMA Ophthalmol
32232433	"Characteristics of Ocular Findings of Patients With Coronavirus Disease 2019 (COVID-19) in Hubei Province, China."	JAMA Ophthalmol
32232432	"Balancing Health Privacy, Health Information Exchange and Research in the Context of the COVID-19 Pandemic."	J Am Med Inform Assoc
32232429	Computed Tomographic Imaging of 3 Patients With Coronavirus Disease 2019 Pneumonia With Negative Virus Real-time Reverse-Transcription Polymerase Chain Reaction Test.	Clin Infect Dis
32232426	Surgical Considerations for Tracheostomy During the COVID-19 Pandemic: Lessons Learned From the Severe Acute Respiratory Syndrome Outbreak.	JAMA Otolaryngol Head Neck Surg
32232423	Safety Recommendations for Evaluation and Surgery of the Head and Neck During the COVID-19 Pandemic.	JAMA Otolaryngol Head Neck Surg
32232422	"Humans, Viruses, and the Eye-An Early Report From the COVID-19 Front Line."	JAMA Ophthalmol
32232421	Community Prevalence of SARS-CoV-2 Among Patients With Influenzalike Illnesses Presenting to a Los Angeles Medical Center in March 2020.	JAMA
32232420	Medical Student Education in the Time of COVID-19.	JAMA
32232419	Use of Hydroxychloroquine and Chloroquine During the COVID-19 Pandemic: What Every Clinician Should Know.	Ann Intern Med
32232402	COVID-19 epidemic: disentangling the re-emerging controversy about medical facemasks from an epidemiological perspective.	Int J Epidemiol
32232396	Recommendations from the Peking Union Medical College Hospital for the management of acute myocardial infarction during the COVID-19 outbreak.	Eur Heart J
32232395	Initial COVID-19 affecting cardiac patients in China.	Eur Heart J
32232339	Forty years with coronaviruses.	J Exp Med
32232322	Disparities in Age-Specific Morbidity and Mortality from SARS-CoV-2 in China and the Republic of Korea.	Clin Infect Dis
32232230	Experience of Diagnosing and Managing Patients in Oral Maxillofacial Surgery during the Prevention and Control Period of the New Coronavirus Pneumonia.	Chin J Dent Res
32232219	The COVID-19 Intubation and Ventilation Pathway (CiVP); a Commentary.	Arch Acad Emerg Med
32232218	Prevalence of Underlying Diseases in Hospitalized Patients with COVID-19: a Systematic Review and Meta-Analysis.	Arch Acad Emerg Med
32232217	Risks of Novel Coronavirus Disease (COVID-19) in Pregnancy; a Narrative Review.	Arch Acad Emerg Med
32232216	Incidentally Diagnosed COVID-19 Infection in Trauma Patients; a Clinical Experience.	Arch Acad Emerg Med
32232215	Information Diet in Covid-19 Crisis; a Commentary.	Arch Acad Emerg Med
32232214	Potential Treatments for COVID-19; a Narrative Literature Review.	Arch Acad Emerg Med
32232213	"Daily Situation Report on Coronavirus disease (COVID-19) in Iran; March 13, 2020."	Arch Acad Emerg Med
32231392	Forecasting the novel coronavirus COVID-19.	PLoS One
32231374	"Data-based analysis, modelling and forecasting of the COVID-19 outbreak."	PLoS One
32231349	Chloroquine in COVID-19: the evidence.	Monaldi Arch Chest Dis
32231348	Emerging prophylaxis strategies against COVID-19.	Monaldi Arch Chest Dis
32231345	Inhibition of SARS-CoV-2 (previously 2019-nCoV) infection by a highly potent pan-coronavirus fusion inhibitor targeting its spike protein that harbors a high capacity to mediate membrane fusion.	Cell Res
32231330	Reply to: 'Interaction between RAAS inhibitors and ACE2 in the context of COVID-19'.	Nat Rev Cardiol
32231328	Interaction between RAAS inhibitors and ACE2 in the context of COVID-19.	Nat Rev Cardiol
32231323	"Cull, release or bring them home: Coronavirus crisis forces hard decisions for labs with animals."	Nature
32231322	Climate vs coronavirus: Why massive stimulus plans could represent missed opportunities.	Nature
32231320	Blocking information on COVID-19 can fuel the spread of misinformation.	Nature
32231319	'We need to be alert': Scientists fear second coronavirus wave as China's lockdowns ease.	Nature
32231220	Antihypertensive treatment with ACEI/ARB of patients with COVID-19 complicated by hypertension.	Hypertens Res
32231173	Recommendations of management in SARS-CoV-2 infection of the Polish Association of Epidemiologists and Infectiologists.	Pol Arch Intern Med
32231172	63-year-old male treated for COVID-19.	Pol Arch Intern Med
32231171	Hypertension and its severity or mortality in Coronavirus Disease 2019 (COVID-19): a pooled analysis.	Pol Arch Intern Med
32230995	Quarantine Vehicle Scheduling for Transferring High-Risk Individuals in Epidemic Areas.	Int J Environ Res Public Health
32230900	"Virology, Epidemiology, Pathogenesis, and Control of COVID-19."	Viruses
32229802	Emergency cesarean section on severe acute respiratory syndrome coronavirus 2 (SARS- CoV-2) confirmed patient.	Korean J Anesthesiol
32229768	COVID-19: response plan for International Medical Assistance companies.	Eur J Emerg Med
32229766	COVID-19 Pandemic and Acute Myocardial Infarction: Management Protocol From A British Cardiac Centre.	Crit Pathw Cardiol
32229753	"To Protect Healthcare Workers Better, To Save More Lives."	Anesth Analg
32229732	"Coronavirus Disease 19 Infection Does Not Result in Acute Kidney Injury: An Analysis of 116 Hospitalized Patients from Wuhan, China."	Am J Nephrol
32229706	COVID-19 and chronological aging: senolytics and other anti-aging drugs for the treatment or prevention of corona virus infection?	Aging (Albany NY)
32229705	"Geroprotective and senoremediative strategies to reduce the comorbidity, infection rates, severity, and lethality in gerophilic and gerolavic infections."	Aging (Albany NY)
32229647	COVID-19: An Unintended Force for Medical Revolution?	J Invasive Cardiol
32229646	Staff Mental Health Self-Assessment During the COVID-19 Outbreak.	East Asian Arch Psychiatry
32229625	Neurologic complications of coronavirus infections.	Neurology
32229605	Evaluation of Nucleocapsid and Spike Protein-based ELISAs for detecting antibodies against SARS-CoV-2.	J Clin Microbiol
32229604	"Evaluation of saline, phosphate buffered saline and minimum essential medium as potential alternatives to viral transport media for SARS-CoV-2 testing."	J Clin Microbiol
32229575	Covid-19: Mercedes F1 to provide breathing aid as alternative to ventilator.	BMJ
32229574	News Feature: Avoiding pitfalls in the pursuit of a COVID-19 vaccine.	Proc Natl Acad Sci U S A
32229543	Covid-19: why is the UK government ignoring WHO's advice?	BMJ
32229540	"Covid-19: Trump extends physical distancing to 30 April, as cases climb in New York."	BMJ
32229501	Cancer care during the spread of coronavirus disease 2019 (COVID-19) in Italy: young oncologists' perspective.	ESMO Open
32229477	Covid-19: how coronavirus will change the face of general practice forever.	BMJ
32229434	How imaging should properly be used in COVID-19 outbreak: an Italian experience.	Diagn Interv Radiol
32229433	Interventional radiology and COVID-19: evidence-based measures to limit transmission.	Diagn Interv Radiol
32229390	The psychological impact of the COVID-19 epidemic on college students in China.	Psychiatry Res
32229322	Diagnosis of the Coronavirus disease (COVID-19): rRT-PCR or CT?	Eur J Radiol
32229297	Lessons Learned During the COVID-19 Virus Pandemic.	J Am Coll Surg
32229288	Molecular characterization of SARS-CoV-2 from the first case of COVID-19 in Italy.	Clin Microbiol Infect
32229286	What Should Palliative Care's Response be to the COVID-19 Epidemic?	J Pain Symptom Manage
32229278	Telehealth: Helping Your Patients and Practice Survive and Thrive During the COVID-19 Crisis with Rapid Quality Implementation.	J Am Acad Dermatol
32229257	Risk-adapted Treatment Strategy For COVID-19 Patients.	Int J Infect Dis
32229159	SARS-CoV-2 infection presenting with hematochezia.	Med Mal Infect
32229157	Practical Strategies Against the Novel Coronavirus and COVID-19-the Imminent Global Threat.	Arch Med Res
32229155	Can Bioactive Lipids Inactivate Coronavirus (COVID-19)?	Arch Med Res
32229132	Separated pathways in the endoscopy unit for COVID-19 patients.	Gastrointest Endosc
32229131	Considerations in performing endoscopy during the COVID-19 pandemic.	Gastrointest Endosc
32229107	Dynamic change process of target genes by RT-PCR testing of SARS-Cov-2 during the course of a Coronavirus Disease 2019 patient.	Clin Chim Acta
32229082	Integrative considerations during the COVID-19 pandemic.	Explore (NY)
32229062	Necessitating repeated chest CT in COVID-19 pneumonia.	J Formos Med Assoc
32229048	[SARS-CoV-2/COVID 19 Infection and Solid Cancers: Synthesis of Recommendations for Health Professionals].	Bull Cancer
32228860	SARS-CoV-2 (COVID-19) by the numbers.	Elife
32228827	[Exploration of omics mechanism and drug prediction of coronavirus-induced heart failure based on clinical bioinformatics].	Zhonghua Xin Xue Guan Bing Za Zhi
32228825	How to reduce the likelihood of coronavirus-19 (CoV-19 or SARS-CoV-2) infection and lung inflammation mediated by IL-1.	J Biol Regul Homeost Agents
32228809	"Asymptomatic and Human-to-Human Transmission of SARS-CoV-2 in a 2-Family Cluster, Xuzhou, China."	Emerg Infect Dis
32228808	"Policy Decisions and Use of Information Technology to Fight 2019 Novel Coronavirus Disease, Taiwan."	Emerg Infect Dis
32228780	Advanced Preparation Makes Research in Emergencies and Isolation Care Possible: The Case of Coronavirus Disease.	Am J Trop Med Hyg
32228738	Mortality rate of infection with COVID-19 in Korea from the perspective of underlying disease.	Disaster Med Public Health Prep
32228737	COVID-19 disease Emergency Operational Instructions for Mental Health Departments issued by the Italian Society of Epidemiological Psychiatry.	Epidemiol Psychiatr Sci
32228736	Heart University: a new online educational forum in paediatric and adult congenital cardiac care. The future of virtual learning in a post-pandemic world?	Cardiol Young
32228732	"Epidemiological characteristics on the clustering nature of COVID-19 in Qingdao City, 2020: a descriptive analysis."	Disaster Med Public Health Prep
32228369	Challenges and Potential Solutions of Stroke Care During the Coronavirus Disease 2019 (COVID-19) Outbreak.	Stroke
32228364	Radiology Department Preparedness for COVID-19: Facing an Unexpected Outbreak of the Disease.	Radiology
32228363	COVID-19-associated Acute Hemorrhagic Necrotizing Encephalopathy: CT and MRI Features.	Radiology
32228362	3D CT of Novel Coronavirus (COVID-19) Pneumonia.	Radiology
32228332	COVID-19 and the Urology Match: Perspectives and a Call to Action.	J Urol
32228322	"COVID-19 Pandemic, Corona Viruses, and Diabetes Mellitus."	Am J Physiol Endocrinol Metab
32228309	"Guidance for Cardiac Electrophysiology During the Coronavirus (COVID-19) Pandemic from the Heart Rhythm Society COVID-19 Task Force; Electrophysiology Section of the American College of Cardiology; and the Electrocardiography and Arrhythmias Committee of the Council on Clinical Cardiology, American Heart Association."	Circulation
32228252	"COVID-19, ACE2 and the Cardiovascular Consequences."	Am J Physiol Heart Circ Physiol
32228226	Transcriptomic characteristics of bronchoalveolar lavage fluid and peripheral blood mononuclear cells in COVID-19 patients.	Emerg Microbes Infect
32228222	Renin-angiotensin system inhibitors improve the clinical outcomes of COVID-19 patients with hypertension.	Emerg Microbes Infect
32228035	"Covid-19 Does Not Lead to a ""Typical"" Acute Respiratory Distress Syndrome."	Am J Respir Crit Care Med
32227916	Nano Research for COVID-19.	ACS Nano
32227844	Is Regional Anesthesia Enough Safe in Suspected or Confirmed COVID-19 Patients?	ACS Chem Neurosci
32227799	"Preliminary case report on the SARS-CoV-2 cluster in the UK, France, and Spain"	Swiss Med Wkly
32227794	At the 'heart' of the COVID-19 outbreak: early cardiac implications and mitigating strategies.	Singapore Med J
32227793	Dealing with COVID-19: initial perspectives of a small radiology department.	Singapore Med J
32227760	Renin-Angiotensin-Aldosterone System Inhibitors in Patients with Covid-19.	N Engl J Med
32227759	Feeding Low-Income Children during the Covid-19 Pandemic.	N Engl J Med
32227758	Covid-19 in Critically Ill Patients in the Seattle Region - Case Series.	N Engl J Med
32227757	Developing Covid-19 Vaccines at Pandemic Speed.	N Engl J Med
32227671	COVID-19 Related School Closings and Risk of Weight Gain Among Children.	Obesity (Silver Spring)
32227668	"Coronavirus disease 2019 (COVID-19) outbreak at the Department of Ophthalmology, Oslo University Hospital, Norway."	Acta Ophthalmol
32227663	Veterinary oncologists adapting to COVID-19 pandemic.	Vet Comp Oncol
32227642	Introducing the 21st Century's New Four Horsemen of the Coronapocalypse.	Bioessays
32227627	Letter to the editor: Headline stress disorder caused by Netnews during the outbreak of COVID-19.	Health Expect
32227609	The possible impact of COVID-19 on colorectal surgery in Italy.	Colorectal Dis
32227596	Migraine Care in the Era of COVID-19: Clinical Pearls and Plea to Insurers.	Headache
32227594	Social media for rapid knowledge dissemination: early experience from the COVID-19 pandemic.	Anaesthesia
32227551	Cancer Research Ethics and COVID-19.	Oncologist
32227547	Health psychology and the coronavirus (COVID-19) global pandemic: A call for research.	Br J Health Psychol
32227511	Pulmonary infiltration shadows associated with acute aortic dissection mimicking coronavirus pneumonia.	J Card Surg
32227494	"Caution should be exercised for the detection of SARS-CoV-2, especially in the elderly."	J Med Virol
32227493	Novel coronavirus treatment with ribavirin: Groundwork for evaluation concerning COVID-19.	J Med Virol
32227492	"Proposal for international standardization of the use of lung ultrasound for COVID-19 patients; a simple, quantitative, reproducible method."	J Ultrasound Med
32227490	Performance of VivaDiagTM COVID-19 IgM/IgG Rapid Test is inadequate for diagnosis of COVID-19 in acute patients referring to emergency room department.	J Med Virol
32227489	Concerns regarding calculation of fatality rate of Chinese samples in COVID-19 meta-analysis.	J Med Virol
